,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_category,rental_term,host_type
2573,Neuhausen-Nymphenburg,48.15846,11.54833,Private room,40.0,2,0,1,0,0,Low price,Short term,Private host
2574,Schwabing-West,48.16189,11.57245,Entire home/apt,100.0,2,1,1,0,0,Middle price,Short term,Private host
2575,Altstadt-Lehel,48.14105,11.58619,Hotel room,162.0,1,1,2,285,1,Middle price,Long term,Commercial host
2576,Altstadt-Lehel,48.14105,11.58619,Hotel room,109.0,1,2,2,289,0,Middle price,Long term,Commercial host
2577,Bogenhausen,48.14189,11.66275,Private room,40.0,1,19,3,88,3,Low price,Short term,Commercial host
2578,Altstadt-Lehel,48.13486,11.57668,Entire home/apt,100.0,5,2,1,0,0,Middle price,Short term,Private host
2579,Moosach,48.18762,11.52803,Private room,44.0,1,1,3,89,0,Low price,Short term,Commercial host
2580,Schwabing-Freimann,48.16506,11.58127,Entire home/apt,78.0,2,3,1,0,0,Low price,Short term,Private host
2581,Neuhausen-Nymphenburg,48.15799,11.51272,Private room,85.0,3,0,1,90,0,Middle price,Short term,Private host
2582,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,92.0,25,1,33,0,0,Middle price,Short term,Commercial host
2583,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,64.0,25,20,33,0,9,Low price,Short term,Commercial host
2584,Aubing-Lochhausen-Langwied,48.19961,11.40985,Entire home/apt,90.0,4,0,3,267,0,Middle price,Long term,Commercial host
2585,Ludwigsvorstadt-Isarvorstadt,48.13673,11.55209,Private room,60.0,2,3,1,0,0,Low price,Short term,Private host
2586,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,64.0,25,8,33,0,3,Low price,Short term,Commercial host
2587,Neuhausen-Nymphenburg,48.16035,11.54347,Entire home/apt,18.0,10,2,1,103,2,Low price,Medium term,Private host
2588,Schwabing-West,48.17577,11.58097,Private room,70.0,1,1,2,89,0,Low price,Short term,Commercial host
2589,Ludwigsvorstadt-Isarvorstadt,48.12782,11.57078,Entire home/apt,200.0,3,1,1,0,0,High price,Short term,Private host
2590,Sendling,48.11288,11.5443,Private room,119.0,3,0,4,177,0,Middle price,Medium term,Commercial host
2591,Sendling,48.11312,11.54558,Private room,39.0,5,1,4,93,1,Low price,Medium term,Commercial host
2592,Ludwigsvorstadt-Isarvorstadt,48.1281,11.5712,Entire home/apt,84.0,2,10,1,0,0,Middle price,Short term,Private host
2593,Tudering-Riem,48.1411,11.68077,Hotel room,547.0,1,0,5,311,0,High price,Long term,Commercial host
2594,Tudering-Riem,48.14141,11.68098,Hotel room,573.0,1,0,5,307,0,High price,Long term,Commercial host
2595,Tudering-Riem,48.1415,11.68248,Hotel room,536.0,1,0,5,302,0,High price,Long term,Commercial host
2596,Tudering-Riem,48.14163,11.68233,Hotel room,527.0,1,0,5,279,0,High price,Long term,Commercial host
2597,Neuhausen-Nymphenburg,48.15156,11.54017,Entire home/apt,90.0,2,1,1,0,0,Middle price,Short term,Private host
2598,Moosach,48.17494,11.52902,Private room,75.0,5,0,1,173,0,Low price,Medium term,Private host
2599,Berg am Laim,48.12951,11.63646,Entire home/apt,400.0,1,0,1,178,0,High price,Medium term,Private host
2600,Au-Haidhausen,48.13513,11.60816,Entire home/apt,79.0,5,15,1,179,4,Low price,Medium term,Private host
2601,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08011,11.50164,Private room,46.0,1,12,1,364,0,Low price,Long term,Private host
2602,Tudering-Riem,48.12467,11.66456,Entire home/apt,48.0,1,19,1,163,0,Low price,Medium term,Private host
2603,Maxvorstadt,48.14802,11.5647,Entire home/apt,125.0,1,20,1,365,1,Middle price,Long term,Private host
2604,Ludwigsvorstadt-Isarvorstadt,48.12655,11.55679,Entire home/apt,109.0,2,1,1,0,0,Middle price,Short term,Private host
2605,Sendling,48.12201,11.54229,Entire home/apt,120.0,2,0,1,0,0,Middle price,Short term,Private host
2606,Au-Haidhausen,48.13331,11.5964,Private room,45.0,2,17,1,1,0,Low price,Short term,Private host
2607,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,64.0,25,6,33,0,2,Low price,Short term,Commercial host
2608,Tudering-Riem,48.11875,11.65839,Private room,39.0,1,102,1,75,24,Low price,Short term,Private host
2609,Neuhausen-Nymphenburg,48.15925,11.53973,Entire home/apt,300.0,2,1,1,208,0,High price,Long term,Private host
2610,Tudering-Riem,48.13314,11.69757,Entire home/apt,35.0,14,0,1,121,0,Low price,Medium term,Private host
2611,Ramersdorf-Perlach,48.12038,11.60268,Entire home/apt,85.0,2,15,1,89,0,Middle price,Short term,Private host
2612,Ludwigsvorstadt-Isarvorstadt,48.12967,11.57349,Entire home/apt,102.0,2,3,1,0,0,Middle price,Short term,Private host
2613,Ramersdorf-Perlach,48.10841,11.64357,Entire home/apt,90.0,2,2,1,363,0,Middle price,Long term,Private host
2614,Maxvorstadt,48.15149,11.55104,Entire home/apt,102.0,2,4,1,0,0,Middle price,Short term,Private host
2615,Ramersdorf-Perlach,48.09759,11.65871,Private room,30.0,2,9,1,72,1,Low price,Short term,Private host
2616,Ludwigsvorstadt-Isarvorstadt,48.13643,11.5647,Entire home/apt,96.0,2,8,1,0,0,Middle price,Short term,Private host
2617,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,92.0,25,2,33,0,0,Middle price,Short term,Commercial host
2618,Neuhausen-Nymphenburg,48.14873,11.54306,Entire home/apt,280.0,2,0,1,179,0,High price,Medium term,Private host
2619,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08752,11.53279,Private room,62.0,3,6,3,179,0,Low price,Medium term,Commercial host
2620,Allach-Untermenzing,48.19336,11.4474,Private room,103.0,2,0,5,349,0,Middle price,Long term,Commercial host
2621,Altstadt-Lehel,48.14171,11.59091,Private room,68.0,3,19,1,0,1,Low price,Short term,Private host
2622,Neuhausen-Nymphenburg,48.14999,11.53074,Entire home/apt,600.0,100,1,1,178,0,High price,Medium term,Private host
2623,Ludwigsvorstadt-Isarvorstadt,48.13309,11.57539,Private room,80.0,1,2,1,356,1,Middle price,Long term,Private host
2624,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0939,11.5187,Entire home/apt,200.0,2,62,2,139,15,High price,Medium term,Commercial host
2625,Tudering-Riem,48.13263,11.696,Entire home/apt,55.0,3,3,1,0,2,Low price,Short term,Private host
2626,Schwabing-West,48.16347,11.57112,Entire home/apt,120.0,2,0,1,0,0,Middle price,Short term,Private host
2627,Schwabing-Freimann,48.16548,11.58276,Entire home/apt,192.0,2,0,1,0,0,Middle price,Short term,Private host
2628,Bogenhausen,48.13786,11.6487,Private room,2000.0,1,1,1,180,0,High price,Medium term,Private host
2629,Moosach,48.18509,11.52759,Private room,40.0,2,2,1,0,0,Low price,Short term,Private host
2630,Laim,48.14137,11.51177,Entire home/apt,80.0,7,7,4,3,2,Middle price,Short term,Commercial host
2631,Maxvorstadt,48.14917,11.55732,Entire home/apt,84.0,2,10,1,0,0,Middle price,Short term,Private host
2632,Ludwigsvorstadt-Isarvorstadt,48.12621,11.55232,Private room,213.0,2,0,1,0,0,High price,Short term,Private host
2633,Ramersdorf-Perlach,48.11174,11.61734,Entire home/apt,64.0,25,10,33,0,1,Low price,Short term,Commercial host
2634,Ramersdorf-Perlach,48.10689,11.6168,Entire home/apt,210.0,1,0,1,363,0,High price,Long term,Private host
2635,Moosach,48.18601,11.52603,Private room,70.0,1,1,3,179,0,Low price,Medium term,Commercial host
2636,Bogenhausen,48.14233,11.6606,Private room,34.0,1,14,3,88,2,Low price,Short term,Commercial host
2637,Altstadt-Lehel,48.13236,11.56965,Entire home/apt,240.0,2,2,1,0,0,High price,Short term,Private host
2638,Bogenhausen,48.14945,11.65748,Private room,50.0,2,7,1,82,0,Low price,Short term,Private host
2639,Milbertshofen-Am Hart,48.20178,11.58411,Entire home/apt,40.0,4,8,1,0,0,Low price,Short term,Private host
2640,Schwabing-West,48.1708,11.56469,Private room,51.0,2,1,1,89,0,Low price,Short term,Private host
2641,Maxvorstadt,48.15037,11.55461,Entire home/apt,85.0,3,15,1,0,5,Middle price,Short term,Private host
2642,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09247,11.49662,Entire home/apt,125.0,1,0,1,364,0,Middle price,Long term,Private host
2643,Ludwigsvorstadt-Isarvorstadt,48.13672,11.56118,Hotel room,84.0,1,2,5,280,0,Middle price,Long term,Commercial host
2644,Ludwigsvorstadt-Isarvorstadt,48.13404,11.55717,Hotel room,89.0,1,2,5,300,1,Middle price,Long term,Commercial host
2645,Ludwigsvorstadt-Isarvorstadt,48.13404,11.55717,Hotel room,98.0,1,23,5,300,6,Middle price,Long term,Commercial host
2646,Ludwigsvorstadt-Isarvorstadt,48.13317,11.55752,Hotel room,108.0,1,4,5,290,1,Middle price,Long term,Commercial host
2647,Ludwigsvorstadt-Isarvorstadt,48.13404,11.55717,Hotel room,108.0,1,0,5,282,0,Middle price,Long term,Commercial host
2648,Schwanthalerhöhe,48.13774,11.54434,Private room,173.0,2,1,10,364,0,Middle price,Long term,Commercial host
2649,Au-Haidhausen,48.13543,11.60045,Hotel room,79.0,1,9,4,311,4,Low price,Long term,Commercial host
2650,Schwanthalerhöhe,48.13834,11.54515,Private room,173.0,2,0,10,364,0,Middle price,Long term,Commercial host
2651,Au-Haidhausen,48.13814,11.60335,Hotel room,84.0,1,2,4,317,0,Middle price,Long term,Commercial host
2652,Au-Haidhausen,48.13814,11.60335,Hotel room,93.0,1,8,4,317,7,Middle price,Long term,Commercial host
2653,Au-Haidhausen,48.13814,11.60335,Hotel room,112.0,1,6,4,290,2,Middle price,Long term,Commercial host
2654,Schwanthalerhöhe,48.13687,11.54362,Private room,173.0,2,2,10,361,0,Middle price,Long term,Commercial host
2655,Schwanthalerhöhe,48.13683,11.54397,Private room,173.0,2,4,10,364,0,Middle price,Long term,Commercial host
2656,Sendling,48.11411,11.54871,Entire home/apt,130.0,2,2,1,194,0,Middle price,Long term,Private host
2657,Maxvorstadt,48.1509,11.56955,Entire home/apt,120.0,2,2,1,261,0,Middle price,Long term,Private host
2658,Au-Haidhausen,48.12337,11.5945,Entire home/apt,449.0,1,17,1,13,5,High price,Short term,Private host
2659,Ludwigsvorstadt-Isarvorstadt,48.12243,11.55978,Entire home/apt,180.0,1,1,1,90,0,Middle price,Short term,Private host
2660,Bogenhausen,48.14221,11.66253,Private room,40.0,1,20,3,68,2,Low price,Short term,Commercial host
2661,Schwabing-West,48.16081,11.57645,Entire home/apt,198.0,2,7,1,0,0,Middle price,Short term,Private host
2662,Sendling-Westpark,48.10655,11.53291,Entire home/apt,89.0,1,22,3,0,13,Middle price,Short term,Commercial host
2663,Maxvorstadt,48.15262,11.56413,Entire home/apt,110.0,2,3,2,129,2,Middle price,Medium term,Commercial host
2664,Tudering-Riem,48.14306,11.6763,Private room,65.0,1,0,1,89,0,Low price,Short term,Private host
2665,Untergiesing-Harlaching,48.10682,11.56189,Private room,79.0,1,2,1,364,0,Low price,Long term,Private host
2666,Schwabing-Freimann,48.16313,11.58006,Entire home/apt,150.0,7,2,1,312,2,Middle price,Long term,Private host
2667,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08453,11.47927,Private room,24.0,10,12,2,213,5,Low price,Long term,Commercial host
2668,Laim,48.14264,11.50854,Private room,50.0,3,25,4,84,18,Low price,Short term,Commercial host
2669,Au-Haidhausen,48.12525,11.57783,Entire home/apt,89.0,5,1,1,23,1,Middle price,Short term,Private host
2670,Tudering-Riem,48.14575,11.66637,Entire home/apt,109.0,2,1,8,180,0,Middle price,Medium term,Commercial host
2671,Bogenhausen,48.14863,11.66577,Entire home/apt,109.0,1,0,8,180,0,Middle price,Medium term,Commercial host
2672,Tudering-Riem,48.1462,11.66671,Entire home/apt,109.0,2,3,8,180,0,Middle price,Medium term,Commercial host
2673,Tudering-Riem,48.14658,11.66596,Entire home/apt,109.0,2,1,8,180,0,Middle price,Medium term,Commercial host
2674,Tudering-Riem,48.14831,11.66762,Entire home/apt,99.0,2,2,8,180,0,Middle price,Medium term,Commercial host
2675,Tudering-Riem,48.14789,11.66589,Entire home/apt,109.0,2,2,8,180,0,Middle price,Medium term,Commercial host
2676,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08036,11.50592,Entire home/apt,45.0,3,77,5,76,23,Low price,Short term,Commercial host
2677,Sendling-Westpark,48.12002,11.53391,Private room,119.0,2,1,1,363,0,Middle price,Long term,Private host
2678,Altstadt-Lehel,48.1376,11.58608,Private room,66.0,3,9,1,23,1,Low price,Short term,Private host
2679,Ludwigsvorstadt-Isarvorstadt,48.13159,11.57585,Entire home/apt,74.0,7,3,1,0,0,Low price,Short term,Private host
2680,Ludwigsvorstadt-Isarvorstadt,48.12124,11.55831,Entire home/apt,60.0,3,1,1,0,0,Low price,Short term,Private host
2681,Ludwigsvorstadt-Isarvorstadt,48.13057,11.56401,Entire home/apt,35.0,7,2,1,116,2,Low price,Medium term,Private host
2682,Sendling,48.12109,11.54324,Entire home/apt,55.0,21,4,1,35,0,Low price,Short term,Private host
2683,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,173.0,25,8,33,0,0,Middle price,Short term,Commercial host
2684,Ramersdorf-Perlach,48.11174,11.617343,Entire home/apt,92.0,25,25,33,1,1,Middle price,Short term,Commercial host
2685,Ramersdorf-Perlach,48.111755,11.617298,Entire home/apt,64.0,25,30,33,0,1,Low price,Short term,Commercial host
2686,Ramersdorf-Perlach,48.11174,11.61734,Entire home/apt,92.0,25,6,33,0,1,Middle price,Short term,Commercial host
2687,Au-Haidhausen,48.13211,11.60589,Entire home/apt,70.0,2,27,1,310,7,Low price,Long term,Private host
2688,Maxvorstadt,48.14339,11.57165,Private room,80.0,3,6,1,26,0,Middle price,Short term,Private host
2689,Schwabing-West,48.16197,11.55835,Entire home/apt,85.0,2,20,1,41,7,Middle price,Short term,Private host
2690,Neuhausen-Nymphenburg,48.15918,11.51927,Entire home/apt,120.0,2,4,1,0,0,Middle price,Short term,Private host
2691,Schwabing-West,48.15718,11.5655,Entire home/apt,200.0,1,6,1,90,0,High price,Short term,Private host
2692,Untergiesing-Harlaching,48.11916,11.57259,Entire home/apt,96.0,2,0,1,0,0,Middle price,Short term,Private host
2693,Ludwigsvorstadt-Isarvorstadt,48.1323,11.57961,Entire home/apt,350.0,2,46,1,246,18,High price,Long term,Private host
2694,Berg am Laim,48.12384,11.63637,Entire home/apt,149.0,2,8,2,0,0,Middle price,Short term,Commercial host
2695,Altstadt-Lehel,48.13582,11.57125,Entire home/apt,260.0,3,6,1,54,3,High price,Short term,Private host
2696,Schwabing-West,48.15887,11.56223,Entire home/apt,98.0,2,9,1,68,4,Middle price,Short term,Private host
2697,Ludwigsvorstadt-Isarvorstadt,48.1281,11.5696,Entire home/apt,250.0,3,0,1,0,0,High price,Short term,Private host
2698,Neuhausen-Nymphenburg,48.16699,11.51879,Entire home/apt,120.0,2,0,1,0,0,Middle price,Short term,Private host
2699,Pasing-Obermenzing,48.16817,11.47747,Private room,85.0,2,2,1,0,0,Middle price,Short term,Private host
2700,Moosach,48.18272,11.52287,Entire home/apt,220.0,1,2,1,52,0,High price,Short term,Private host
2701,Untergiesing-Harlaching,48.11845,11.57573,Entire home/apt,50.0,14,0,1,29,0,Low price,Short term,Private host
2702,Maxvorstadt,48.15225,11.56405,Entire home/apt,90.0,2,7,1,0,0,Middle price,Short term,Private host
2703,Hadern,48.11568,11.47932,Entire home/apt,87.0,1,27,1,23,12,Middle price,Short term,Private host
2704,Moosach,48.18721,11.5245,Entire home/apt,60.0,1,23,2,0,0,Low price,Short term,Commercial host
2705,Schwabing-Freimann,48.15581,11.58351,Entire home/apt,60.0,1,7,1,172,0,Low price,Medium term,Private host
2706,Bogenhausen,48.14055,11.61786,Entire home/apt,120.0,1,3,1,2,1,Middle price,Short term,Private host
2707,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0976,11.52752,Entire home/apt,500.0,1,0,1,179,0,High price,Medium term,Private host
2708,Schwabing-West,48.1675,11.58038,Entire home/apt,70.0,1,1,1,8,0,Low price,Short term,Private host
2709,Ludwigsvorstadt-Isarvorstadt,48.1266,11.55321,Entire home/apt,129.0,1,11,21,86,3,Middle price,Short term,Commercial host
2710,Maxvorstadt,48.1425,11.55767,Entire home/apt,60.0,2,39,1,2,16,Low price,Short term,Private host
2711,Maxvorstadt,48.15252,11.56404,Entire home/apt,124.0,3,37,1,268,2,Middle price,Long term,Private host
2712,Maxvorstadt,48.1512,11.56968,Entire home/apt,126.0,2,6,1,0,0,Middle price,Short term,Private host
2713,Pasing-Obermenzing,48.1446,11.47182,Entire home/apt,50.0,2,11,1,0,0,Low price,Short term,Private host
2714,Laim,48.14342,11.50899,Private room,50.0,3,2,4,173,1,Low price,Medium term,Commercial host
2715,Laim,48.14209,11.50436,Private room,150.0,3,2,4,179,0,Middle price,Medium term,Commercial host
2716,Au-Haidhausen,48.13765,11.59775,Entire home/apt,265.0,3,4,2,0,1,High price,Short term,Commercial host
2717,Untergiesing-Harlaching,48.11918,11.57287,Entire home/apt,225.0,2,2,1,173,0,High price,Medium term,Private host
2718,Moosach,48.18194,11.50903,Private room,130.0,2,2,1,364,0,Middle price,Long term,Private host
2719,Bogenhausen,48.16995,11.6419,Private room,61.0,1,3,1,69,0,Low price,Short term,Private host
2720,Bogenhausen,48.14645,11.60198,Private room,99.0,1,3,2,179,0,Middle price,Medium term,Commercial host
2721,Berg am Laim,48.1205,11.62691,Entire home/apt,108.0,5,0,1,58,0,Middle price,Short term,Private host
2722,Bogenhausen,48.15301,11.63769,Private room,35.0,1,47,1,0,0,Low price,Short term,Private host
2723,Untergiesing-Harlaching,48.10827,11.57762,Entire home/apt,180.0,4,7,1,75,0,Middle price,Short term,Private host
2724,Schwabing-Freimann,48.17078,11.58553,Entire home/apt,95.0,7,6,1,33,3,Middle price,Short term,Private host
2725,Bogenhausen,48.15446,11.65087,Entire home/apt,78.0,2,0,1,0,0,Low price,Short term,Private host
2726,Pasing-Obermenzing,48.14577,11.44489,Private room,150.0,2,0,1,364,0,Middle price,Long term,Private host
2727,Pasing-Obermenzing,48.13907,11.48293,Private room,70.0,1,3,2,180,0,Low price,Medium term,Commercial host
2728,Laim,48.13372,11.50625,Entire home/apt,551.0,2,27,1,257,6,High price,Long term,Private host
2729,Bogenhausen,48.13912,11.64729,Entire home/apt,80.0,3,36,1,0,12,Middle price,Short term,Private host
2730,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09646,11.52753,Entire home/apt,85.0,3,0,3,177,0,Middle price,Medium term,Commercial host
2731,Aubing-Lochhausen-Langwied,48.13674,11.43604,Entire home/apt,69.0,1,13,1,261,5,Low price,Long term,Private host
2732,Schwabing-West,48.15802,11.56972,Entire home/apt,100.0,3,15,1,81,6,Middle price,Short term,Private host
2733,Sendling,48.11261,11.53658,Private room,95.0,2,2,1,90,0,Middle price,Short term,Private host
2734,Neuhausen-Nymphenburg,48.14804,11.54281,Entire home/apt,74.0,3,11,2,2,4,Low price,Short term,Commercial host
2735,Sendling,48.10721,11.54285,Entire home/apt,196.0,7,6,1,90,4,Middle price,Short term,Private host
2736,Schwabing-Freimann,48.1639,11.58895,Entire home/apt,113.0,3,1,1,18,0,Middle price,Short term,Private host
2737,Ludwigsvorstadt-Isarvorstadt,48.13043,11.57253,Private room,69.0,1,1,4,152,0,Low price,Medium term,Commercial host
2738,Bogenhausen,48.15949,11.64293,Entire home/apt,27.0,60,2,1,5,0,Low price,Short term,Private host
2739,Feldmoching-Hasenbergl,48.20457,11.53721,Entire home/apt,250.0,1,16,4,346,7,High price,Long term,Commercial host
2740,Au-Haidhausen,48.12043,11.57628,Entire home/apt,85.0,14,0,1,364,0,Middle price,Long term,Private host
2741,Pasing-Obermenzing,48.15585,11.46797,Entire home/apt,70.0,14,0,1,62,0,Low price,Short term,Private host
2742,Au-Haidhausen,48.12751,11.59231,Entire home/apt,109.0,2,3,1,172,3,Middle price,Medium term,Private host
2743,Schwanthalerhöhe,48.13682,11.53754,Private room,205.0,1,4,2,365,0,High price,Long term,Commercial host
2744,Maxvorstadt,48.14921,11.56142,Entire home/apt,47.0,2,5,1,27,4,Low price,Short term,Private host
